"Player","Team","Position","Type","Team","Bid","Pr","Date (CEST)","Gameweek"
"Thiago Alcântara","LIV","M","Drop","Redford United","","3","Fri Sep 29, 2023, 12:00PM","7"
"Emiliano Martinez","AVL","G","Claim","Athletic Club Bapao","3.00","5","Fri Sep 29, 2023, 12:00PM","7"
"Jose Sa","WOL","G","Drop","Athletic Club Bapao","","5","Fri Sep 29, 2023, 12:00PM","7"
"Mykhailo Mudryk","CHE","M,F","Claim","László Hofnár","3.00","2","Fri Sep 29, 2023, 12:00PM","7"
"Antoine Semenyo","BOU","M,F","Drop","László Hofnár","","2","Fri Sep 29, 2023, 12:00PM","7"
"Dara O'Shea","BUR","D","Claim","Poor Man's Pirlo","5.00","3","Fri Sep 29, 2023, 12:00PM","7"
"Jean-Ricner Bellegarde","WOL","M,F","Drop","Poor Man's Pirlo","","3","Fri Sep 29, 2023, 12:00PM","7"
"James Garner","EVE","M","Claim","One Season Wonderers","13.00","4","Fri Sep 29, 2023, 12:00PM","7"
"Said Benrahma","WHU","M,F","Drop","One Season Wonderers","","4","Fri Sep 29, 2023, 12:00PM","7"
"Aaron Ramsey","AVL/BUR","M","Claim","Klimmania","25.00","5","Fri Sep 29, 2023, 12:00PM","7"
"Arnaut Danjuma Groeneveld","EVE","M,F","Drop","Klimmania","","5","Fri Sep 29, 2023, 12:00PM","7"
"Josh Cullen","BUR","M","Claim","Nimma Koempels","0.00","10","Fri Sep 29, 2023, 12:00PM","7"
"Sofyan Amrabat","MUN","M","Drop","Nimma Koempels","","10","Fri Sep 29, 2023, 12:00PM","7"
"Zeki Amdouni","BUR","M,F","Claim","Athletic Club Bapao","8.00","2","Fri Sep 29, 2023, 12:00PM","7"
"Nathan Ake","MCI","D","Drop","Athletic Club Bapao","","2","Fri Sep 29, 2023, 12:00PM","7"
"Serge Aurier","NOT","D,M","Claim","Sjeeterboys","8.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Harvey Barnes","NEW","M,F","Drop","Sjeeterboys","","1","Fri Sep 29, 2023, 12:00PM","7"
"Vladimir Coufal","WHU","D,M","Claim","One Season Wonderers","26.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Malo Gusto","CHE","D,M","Drop","One Season Wonderers","","1","Fri Sep 29, 2023, 12:00PM","7"
"Willy Boly","NOT","D","Claim","Mövenpickje FC","11.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Manor Solomon","TOT","M,F","Drop","Mövenpickje FC","","1","Fri Sep 29, 2023, 12:00PM","7"
"Josh Brownhill","BUR","M","Claim","NOAD Athletic","11.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Craig Dawson","WOL","D","Drop","NOAD Athletic","","1","Fri Sep 29, 2023, 12:00PM","7"
"Amari'i Bell","LUT","D,M","Claim","Klimmania","25.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Mario Lemina","WOL","M","Drop","Klimmania","","1","Fri Sep 29, 2023, 12:00PM","7"
"Issa Kabore","LUT","D,M","Claim","Poor Man's Pirlo","5.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Anthony Elanga","NOT","M,F","Drop","Poor Man's Pirlo","","1","Fri Sep 29, 2023, 12:00PM","7"
"Sean Longstaff","NEW","M","Claim","Redford United","10.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Richarlison","TOT","M,F","Drop","Redford United","","1","Fri Sep 29, 2023, 12:00PM","7"
"Ameen Al Dakhil","BUR","D","Claim","Nimma Koempels","0.00","1","Fri Sep 29, 2023, 12:00PM","7"
"Jan-Paul van Hecke","BHA","D","Drop","Nimma Koempels","","1","Fri Sep 29, 2023, 12:00PM","7"
"Harvey Barnes","NEW","M,F","Claim","Sjeeterboys","13.00","8","Fri Sep 22, 2023, 12:00PM","6"
"Lewis Hall","CHE/NEW","D,M","Drop","Sjeeterboys","","8","Fri Sep 22, 2023, 12:00PM","6"
"Hwang Hee-Chan","WOL","M,F","Claim","Redford United","2.00","5","Fri Sep 22, 2023, 12:00PM","6"
"Alejandro Garnacho","MUN","M,F","Drop","Redford United","","5","Fri Sep 22, 2023, 12:00PM","6"
"Jan-Paul van Hecke","BHA","D","Claim","Nimma Koempels","1.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Joel Matip","LIV","D","Drop","Nimma Koempels","","1","Fri Sep 22, 2023, 12:00PM","6"
"Luca Koleosho","BUR","M,F","Claim","Mövenpickje FC","11.00","10","Fri Sep 22, 2023, 12:00PM","6"
"Willy Boly","NOT","D","Drop","Mövenpickje FC","","10","Fri Sep 22, 2023, 12:00PM","6"
"Reece Burke","LUT","D","Claim","Sjeeterboys","4.00","3","Fri Sep 22, 2023, 12:00PM","6"
"Joe Worrall","NOT","D","Drop","Sjeeterboys","","3","Fri Sep 22, 2023, 12:00PM","6"
"Tim Ream","FUL","D","Claim","Klimmania","13.00","4","Fri Sep 22, 2023, 12:00PM","6"
"Antonee Robinson","FUL","D","Drop","Klimmania","","4","Fri Sep 22, 2023, 12:00PM","6"
"Timothy Castagne","LEI/FUL","D,M","Claim","Athletic Club Bapao","18.00","2","Fri Sep 22, 2023, 12:00PM","6"
"Oliver Norwood","SHU","M","Drop","Athletic Club Bapao","","2","Fri Sep 22, 2023, 12:00PM","6"
"Danny Welbeck","BHA","M,F","Claim","Redford United","20.00","3","Fri Sep 22, 2023, 12:00PM","6"
"Brennan Johnson","NOT/TOT","M,F","Drop","Redford United","","3","Fri Sep 22, 2023, 12:00PM","6"
"Dominic Calvert-Lewin","EVE","F","Claim","Sjeeterboys","2.00","2","Fri Sep 22, 2023, 12:00PM","6"
"John McGinn","AVL","M,F","Drop","Sjeeterboys","","2","Fri Sep 22, 2023, 12:00PM","6"
"Mario Lemina","WOL","M","Claim","Klimmania","23.00","2","Fri Sep 22, 2023, 12:00PM","6"
"Dara O'Shea","BUR","D","Drop","Klimmania","","2","Fri Sep 22, 2023, 12:00PM","6"
"Ryan Christie","BOU","M,F","Claim","Wilton Wankers","0.00","4","Fri Sep 22, 2023, 12:00PM","6"
"Billy Gilmour","BHA","M","Drop","Wilton Wankers","","4","Fri Sep 22, 2023, 12:00PM","6"
"Wes Foderingham","SHU","G","Claim","Mövenpickje FC","5.00","5","Fri Sep 22, 2023, 12:00PM","6"
"Matt Turner","NOT","G","Drop","Mövenpickje FC","","5","Fri Sep 22, 2023, 12:00PM","6"
"Callum Hudson-Odoi","CHE/NOT","M,F","Claim","BarcelOna '53","61.00","2","Fri Sep 22, 2023, 12:00PM","6"
"Aaron Wan-Bissaka","MUN","D","Drop","BarcelOna '53","","2","Fri Sep 22, 2023, 12:00PM","6"
"Sergio Reguilon","TOT/MUN/BRF","D,M","Claim","László Hofnár","6.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Rico Henry","BRF","D,M","Drop","László Hofnár","","1","Fri Sep 22, 2023, 12:00PM","6"
"Leandro Trossard","ARS","M,F","Claim","Redford United","60.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Michail Antonio","WHU","F","Drop","Redford United","","1","Fri Sep 22, 2023, 12:00PM","6"
"Richarlison","TOT","M,F","Claim","Redford United","60.00","2","Fri Sep 22, 2023, 12:00PM","6"
"Lyle Foster","BUR","M,F","Drop","Redford United","","2","Fri Sep 22, 2023, 12:00PM","6"
"Christian Norgaard","BRF","M","Claim","One Season Wonderers","15.00","2","Fri Sep 22, 2023, 12:00PM","6"
"Pau Torres","AVL","D","Drop","One Season Wonderers","","2","Fri Sep 22, 2023, 12:00PM","6"
"Alphonse Areola","WHU","G","Claim","Klimmania","17.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Aaron Ramsdale","ARS","G","Drop","Klimmania","","1","Fri Sep 22, 2023, 12:00PM","6"
"Manor Solomon","TOT","M,F","Claim","Mövenpickje FC","21.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Harry Wilson","FUL","M,F","Drop","Mövenpickje FC","","1","Fri Sep 22, 2023, 12:00PM","6"
"Matheus Nunes","WOL/MCI","M","Claim","NOAD Athletic","24.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Raul Jimenez","FUL","F","Drop","NOAD Athletic","","1","Fri Sep 22, 2023, 12:00PM","6"
"Jean-Ricner Bellegarde","WOL","M,F","Claim","Poor Man's Pirlo","15.00","1","Fri Sep 22, 2023, 12:00PM","6"
"John Egan","SHU","D","Drop","Poor Man's Pirlo","","1","Fri Sep 22, 2023, 12:00PM","6"
"Thomas Partey","ARS","D,M","Claim","Wilton Wankers","0.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Josh Cullen","BUR","M","Drop","Wilton Wankers","","1","Fri Sep 22, 2023, 12:00PM","6"
"Dominic Solanke","BOU","F","Claim","One Season Wonderers","43.00","1","Fri Sep 22, 2023, 12:00PM","6"
"Bernardo Silva","MCI","M,F","Drop","One Season Wonderers","","1","Fri Sep 22, 2023, 12:00PM","6"
"Said Benrahma","WHU","M,F","Claim","One Season Wonderers","27.00","4","Fri Sep 15, 2023, 12:00PM","5"
"Nicolo Zaniolo","AVL","M","Drop","One Season Wonderers","","4","Fri Sep 15, 2023, 12:00PM","5"
"Thiago Alcântara","LIV","M","Claim","Redford United","5.00","5","Fri Sep 15, 2023, 12:00PM","5"
"Ryan Gravenberch","LIV","M","Drop","Redford United","","5","Fri Sep 15, 2023, 12:00PM","5"
"Eddie Nketiah","ARS","F","Claim","Wilton Wankers","13.00","3","Fri Sep 15, 2023, 12:00PM","5"
"Leandro Trossard","ARS","M,F","Drop","Wilton Wankers","","3","Fri Sep 15, 2023, 12:00PM","5"
"Jarrad Branthwaite","EVE","D","Claim","Athletic Club Bapao","4.00","4","Fri Sep 15, 2023, 12:00PM","5"
"Takehiro Tomiyasu","ARS","D","Drop","Athletic Club Bapao","","4","Fri Sep 15, 2023, 12:00PM","5"
"Anthony Elanga","NOT","M,F","Claim","Poor Man's Pirlo","0.00","5","Fri Sep 15, 2023, 12:00PM","5"
"Ryan Giles","LUT","D,M,F","Drop","Poor Man's Pirlo","","5","Fri Sep 15, 2023, 12:00PM","5"
"Brennan Johnson","NOT/TOT","M,F","Claim","Redford United","50.00","2","Fri Sep 15, 2023, 12:00PM","5"
"James Garner","EVE","M","Drop","Redford United","","2","Fri Sep 15, 2023, 12:00PM","5"
"Emerson","WHU","D,M","Claim","One Season Wonderers","11.00","3","Fri Sep 15, 2023, 12:00PM","5"
"Christian Norgaard","BRF","M","Drop","One Season Wonderers","","3","Fri Sep 15, 2023, 12:00PM","5"
"Jeremy Doku","MCI","M,F","Claim","László Hofnár","21.00","3","Fri Sep 15, 2023, 12:00PM","5"
"Michael Keane","EVE","D","Drop","László Hofnár","","3","Fri Sep 15, 2023, 12:00PM","5"
"Nathan Collins","BRF","D","Claim","Wilton Wankers","8.00","6","Fri Sep 15, 2023, 12:00PM","5"
"Scott McKenna","NOT","D","Drop","Wilton Wankers","","6","Fri Sep 15, 2023, 12:00PM","5"
"Gustavo Hamer","SHU","M,F","Claim","Poor Man's Pirlo","15.00","2","Fri Sep 15, 2023, 12:00PM","5"
"Wataru Endo","LIV","M","Drop","Poor Man's Pirlo","","2","Fri Sep 15, 2023, 12:00PM","5"
"Joel Matip","LIV","D","Claim","Nimma Koempels","0.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Alex Moreno","AVL","D","Drop","Nimma Koempels","","1","Fri Sep 15, 2023, 12:00PM","5"
"Nelson Semedo","WOL","D,M","Claim","One Season Wonderers","13.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Tyrick Mitchell","CRY","D,M","Drop","One Season Wonderers","","1","Fri Sep 15, 2023, 12:00PM","5"
"Alejandro Garnacho","MUN","M,F","Claim","Redford United","70.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Antony","MUN","M,F","Drop","Redford United","","1","Fri Sep 15, 2023, 12:00PM","5"
"Raul Jimenez","FUL","F","Claim","NOAD Athletic","13.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Dominic Solanke","BOU","F","Drop","NOAD Athletic","","1","Fri Sep 15, 2023, 12:00PM","5"
"Rayan Ait-Nouri","WOL","D,M","Claim","Wilton Wankers","8.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Serge Aurier","NOT","D,M","Drop","Wilton Wankers","","1","Fri Sep 15, 2023, 12:00PM","5"
"Jack Harrison","LEE/EVE","M,F","Claim","BarcelOna '53","61.00","1","Fri Sep 15, 2023, 12:00PM","5"
"Richarlison","TOT","M,F","Drop","BarcelOna '53","","1","Fri Sep 15, 2023, 12:00PM","5"
"Mason Mount","MUN","M,F","Claim","Athletic Club Bapao","1.00","6","Fri Sep 8, 2023, 12:00PM","5"
"Eddie Nketiah","ARS","F","Drop","Athletic Club Bapao","","6","Fri Sep 8, 2023, 12:00PM","5"
"Marvelous Nakamba","LUT","M","Claim","Poor Man's Pirlo","0.00","7","Fri Sep 8, 2023, 12:00PM","5"
"Alex Iwobi","EVE/FUL","M,F","Drop","Poor Man's Pirlo","","7","Fri Sep 8, 2023, 12:00PM","5"
"Ross Barkley","CHE/LUT","M","Claim","Redford United","20.00","4","Fri Sep 8, 2023, 12:00PM","5"
"James Milner","BHA","D,M","Drop","Redford United","","4","Fri Sep 8, 2023, 12:00PM","5"
"Matt Turner","NOT","G","Claim","Mövenpickje FC","1.00","4","Fri Sep 8, 2023, 12:00PM","5"
"Alphonse Areola","WHU","G","Drop","Mövenpickje FC","","4","Fri Sep 8, 2023, 12:00PM","5"
"Billy Gilmour","BHA","M","Claim","Wilton Wankers","11.00","3","Fri Sep 8, 2023, 12:00PM","5"
"Sasa Lukic","FUL","M","Drop","Wilton Wankers","","3","Fri Sep 8, 2023, 12:00PM","5"
"Kurt Zouma","WHU","D","Claim","Poor Man's Pirlo","18.00","4","Fri Sep 8, 2023, 12:00PM","5"
"Tom Lockyer","LUT","D","Drop","Poor Man's Pirlo","","4","Fri Sep 8, 2023, 12:00PM","5"
"Ryan Gravenberch","LIV","M","Claim","Redford United","85.00","2","Fri Sep 8, 2023, 12:00PM","5"
"Nelson Semedo","WOL","D,M","Drop","Redford United","","2","Fri Sep 8, 2023, 12:00PM","5"
"Marcus Tavernier","BOU","M","Claim","Mövenpickje FC","2.00","2","Fri Sep 8, 2023, 12:00PM","5"
"Pierre-Emile Hojbjerg","TOT","M","Drop","Mövenpickje FC","","2","Fri Sep 8, 2023, 12:00PM","5"
"Aaron Hickey","BRF","D,M","Claim","NOAD Athletic","24.00","3","Fri Sep 8, 2023, 12:00PM","5"
"Joel Ward","CRY","D","Drop","NOAD Athletic","","3","Fri Sep 8, 2023, 12:00PM","5"
"Sofyan Amrabat","MUN","M","Claim","Nimma Koempels","125.00","11","Fri Sep 8, 2023, 12:00PM","5"
"Said Benrahma","WHU","M,F","Drop","Nimma Koempels","","11","Fri Sep 8, 2023, 12:00PM","5"
"Beto","EVE","F","Claim","Sjeeterboys","37.00","2","Fri Sep 8, 2023, 12:00PM","5"
"Gustavo Hamer","SHU","M,F","Drop","Sjeeterboys","","2","Fri Sep 8, 2023, 12:00PM","5"
"Ashley Young","EVE","D,M","Claim","BarcelOna '53","35.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Emerson","WHU","D,M","Drop","BarcelOna '53","","1","Fri Sep 8, 2023, 12:00PM","5"
"Joao Pedro","BHA","M,F","Claim","Klimmania","58.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Matheus Nunes","WOL/MCI","M","Drop","Klimmania","","1","Fri Sep 8, 2023, 12:00PM","5"
"Ibrahim Sangare","NOT","M","Claim","NOAD Athletic","168.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Tahith Chong","LUT","M,F","Drop","NOAD Athletic","","1","Fri Sep 8, 2023, 12:00PM","5"
"Kevin De Bruyne","MCI","M","Claim","Athletic Club Bapao","1.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Adama Traore","WOL/FUL","M,F","Drop","Athletic Club Bapao","","1","Fri Sep 8, 2023, 12:00PM","5"
"Joe Worrall","NOT","D","Claim","Sjeeterboys","8.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Thomas Partey","ARS","D,M","Drop","Sjeeterboys","","1","Fri Sep 8, 2023, 12:00PM","5"
"Ansu Fati","BHA","M,F","Claim","Nimma Koempels","643.00","1","Fri Sep 8, 2023, 12:00PM","5"
"Nathan Collins","BRF","D","Drop","Nimma Koempels","","1","Fri Sep 8, 2023, 12:00PM","5"
"Tyrick Mitchell","CRY","D,M","Claim","One Season Wonderers","3.00","11","Fri Sep 1, 2023, 12:00PM","4"
"Calvin Bassey","FUL","D","Drop","One Season Wonderers","","11","Fri Sep 1, 2023, 12:00PM","4"
"James Milner","BHA","D,M","Claim","Redford United","1.00","9","Fri Sep 1, 2023, 12:00PM","4"
"Neal Maupay","EVE/BRF","F","Drop","Redford United","","9","Fri Sep 1, 2023, 12:00PM","4"
"Idrissa Gueye","EVE","M","Claim","Redford United","5.00","5","Fri Sep 1, 2023, 12:00PM","4"
"Alejandro Garnacho","MUN","M,F","Drop","Redford United","","5","Fri Sep 1, 2023, 12:00PM","4"
"Joel Ward","CRY","D","Claim","NOAD Athletic","9.00","4","Fri Sep 1, 2023, 12:00PM","4"
"Adam Webster","BHA","D","Drop","NOAD Athletic","","4","Fri Sep 1, 2023, 12:00PM","4"
"Oliver Norwood","SHU","M","Claim","Athletic Club Bapao","3.00","10","Fri Sep 1, 2023, 12:00PM","4"
"Zeki Amdouni","BUR","M,F","Drop","Athletic Club Bapao","","10","Fri Sep 1, 2023, 12:00PM","4"
"Bernd Leno","FUL","G","Claim","Poor Man's Pirlo","0.00","5","Fri Sep 1, 2023, 12:00PM","4"
"Emiliano Martinez","AVL","G","Drop","Poor Man's Pirlo","","5","Fri Sep 1, 2023, 12:00PM","4"
"Pierre-Emile Hojbjerg","TOT","M","Claim","Mövenpickje FC","15.00","4","Fri Sep 1, 2023, 12:00PM","4"
"Jadon Sancho","MUN","M,F","Drop","Mövenpickje FC","","4","Fri Sep 1, 2023, 12:00PM","4"
"Tahith Chong","LUT","M,F","Claim","NOAD Athletic","4.00","2","Fri Sep 1, 2023, 12:00PM","4"
"Leon Bailey","AVL","M,F","Drop","NOAD Athletic","","2","Fri Sep 1, 2023, 12:00PM","4"
"Antoine Semenyo","BOU","M,F","Claim","László Hofnár","3.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Anthony Elanga","NOT","M,F","Drop","László Hofnár","","1","Fri Sep 1, 2023, 12:00PM","4"
"Christian Norgaard","BRF","M","Claim","One Season Wonderers","17.00","3","Fri Sep 1, 2023, 12:00PM","4"
"Julio Enciso","BHA","M,F","Drop","One Season Wonderers","","3","Fri Sep 1, 2023, 12:00PM","4"
"Max Aarons","BOU","D","Claim","Redford United","11.00","3","Fri Sep 1, 2023, 12:00PM","4"
"Harvey Barnes","NEW","M,F","Drop","Redford United","","3","Fri Sep 1, 2023, 12:00PM","4"
"Nathan Collins","BRF","D","Claim","Nimma Koempels","14.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Aaron Hickey","BRF","D,M","Drop","Nimma Koempels","","1","Fri Sep 1, 2023, 12:00PM","4"
"Willy Boly","NOT","D","Claim","Mövenpickje FC","15.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Emerson Royal","TOT","D,M","Drop","Mövenpickje FC","","1","Fri Sep 1, 2023, 12:00PM","4"
"Anthony Gordon","NEW","M,F","Claim","One Season Wonderers","67.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Danilo","NOT","M,F","Drop","One Season Wonderers","","1","Fri Sep 1, 2023, 12:00PM","4"
"Jose Sa","WOL","G","Claim","Athletic Club Bapao","2.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Jason Steele","BHA","G","Drop","Athletic Club Bapao","","1","Fri Sep 1, 2023, 12:00PM","4"
"Mohammed Kudus","WHU","M,F","Claim","Sjeeterboys","361.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Joao Pedro","BHA","M,F","Drop","Sjeeterboys","","1","Fri Sep 1, 2023, 12:00PM","4"
"Dara O'Shea","BUR","D","Claim","Klimmania","3.00","1","Fri Sep 1, 2023, 12:00PM","4"
"Joe Worrall","NOT","D","Drop","Klimmania","","1","Fri Sep 1, 2023, 12:00PM","4"
"Ruben Dias","MCI","D","Claim","Poor Man's Pirlo","0.00","19","Fri Aug 25, 2023, 12:00PM","3"
"John Stones","MCI","D,M","Drop","Poor Man's Pirlo","","19","Fri Aug 25, 2023, 12:00PM","3"
"Neal Maupay","EVE/BRF","F","Claim","Redford United","5.00","5","Fri Aug 25, 2023, 12:00PM","3"
"Aleksandar Mitrovic","FUL","F","Drop","Redford United","","5","Fri Aug 25, 2023, 12:00PM","3"
"Emerson","WHU","D,M","Claim","BarcelOna '53","3.00","3","Fri Aug 25, 2023, 12:00PM","3"
"Anthony Gordon","NEW","M,F","Drop","BarcelOna '53","","3","Fri Aug 25, 2023, 12:00PM","3"
"Ryan Giles","LUT","D,M,F","Claim","Poor Man's Pirlo","0.00","10","Fri Aug 25, 2023, 12:00PM","3"
"Max Lowe","SHU","D,M","Drop","Poor Man's Pirlo","","10","Fri Aug 25, 2023, 12:00PM","3"
"Nicolo Zaniolo","AVL","M","Claim","One Season Wonderers","36.00","13","Fri Aug 25, 2023, 12:00PM","3"
"Mahmoud Dahoud","BHA","M","Drop","One Season Wonderers","","13","Fri Aug 25, 2023, 12:00PM","3"
"Lyle Foster","BUR","M,F","Claim","Redford United","2.00","4","Fri Aug 25, 2023, 12:00PM","3"
"Curtis Jones","LIV","M","Drop","Redford United","","4","Fri Aug 25, 2023, 12:00PM","3"
"Kyle Walker","MCI","D","Claim","Redford United","35.00","16","Fri Aug 25, 2023, 12:00PM","3"
"Issa Diop","FUL","D","Drop","Redford United","","16","Fri Aug 25, 2023, 12:00PM","3"
"Serge Aurier","NOT","D,M","Claim","Wilton Wankers","26.00","11","Fri Aug 25, 2023, 12:00PM","3"
"Joel Veltman","BHA","D","Drop","Wilton Wankers","","11","Fri Aug 25, 2023, 12:00PM","3"
"Leon Bailey","AVL","M,F","Claim","NOAD Athletic","5.00","7","Fri Aug 25, 2023, 12:00PM","3"
"Dominic Calvert-Lewin","EVE","F","Drop","NOAD Athletic","","7","Fri Aug 25, 2023, 12:00PM","3"
"Wataru Endo","LIV","M","Claim","Poor Man's Pirlo","5.00","3","Fri Aug 25, 2023, 12:00PM","3"
"Jan-Paul van Hecke","BHA","D","Drop","Poor Man's Pirlo","","3","Fri Aug 25, 2023, 12:00PM","3"
"Boubacar Kamara","AVL","M","Claim","Redford United","20.00","3","Fri Aug 25, 2023, 12:00PM","3"
"Joel Ward","CRY","D","Drop","Redford United","","3","Fri Aug 25, 2023, 12:00PM","3"
"Gustavo Hamer","SHU","M,F","Claim","Sjeeterboys","2.00","3","Fri Aug 25, 2023, 12:00PM","3"
"Sasa Kalajdzic","WOL","F","Drop","Sjeeterboys","","3","Fri Aug 25, 2023, 12:00PM","3"
"Alphonse Areola","WHU","G","Claim","Mövenpickje FC","1.00","4","Fri Aug 25, 2023, 12:00PM","3"
"Wes Foderingham","SHU","G","Drop","Mövenpickje FC","","4","Fri Aug 25, 2023, 12:00PM","3"
"Sasa Lukic","FUL","M","Claim","Wilton Wankers","51.00","8","Fri Aug 25, 2023, 12:00PM","3"
"Carlos Vinicius","FUL","F","Drop","Wilton Wankers","","8","Fri Aug 25, 2023, 12:00PM","3"
"Pape Sarr","TOT","M","Claim","Athletic Club Bapao","12.00","4","Fri Aug 25, 2023, 12:00PM","3"
"Mason Mount","MUN","M,F","Drop","Athletic Club Bapao","","4","Fri Aug 25, 2023, 12:00PM","3"
"Malo Gusto","CHE","D,M","Claim","One Season Wonderers","16.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Mykhailo Mudryk","CHE","M,F","Drop","One Season Wonderers","","1","Fri Aug 25, 2023, 12:00PM","3"
"Diogo Dalot","MUN","D","Claim","Nimma Koempels","49.00","5","Fri Aug 25, 2023, 12:00PM","3"
"George Baldock","SHU","D,M","Drop","Nimma Koempels","","5","Fri Aug 25, 2023, 12:00PM","3"
"Christian Eriksen","MUN","M","Claim","Mövenpickje FC","18.00","3","Fri Aug 25, 2023, 12:00PM","3"
"Jurrien Timber","ARS","D","Drop","Mövenpickje FC","","3","Fri Aug 25, 2023, 12:00PM","3"
"Scott McKenna","NOT","D","Claim","Wilton Wankers","39.00","2","Fri Aug 25, 2023, 12:00PM","3"
"Ben Davies","TOT","D,M","Drop","Wilton Wankers","","2","Fri Aug 25, 2023, 12:00PM","3"
"James Garner","EVE","M","Claim","Redford United","20.00","2","Fri Aug 25, 2023, 12:00PM","3"
"Willian","FUL","M,F","Drop","Redford United","","2","Fri Aug 25, 2023, 12:00PM","3"
"Zeki Amdouni","BUR","M,F","Claim","Athletic Club Bapao","3.00","2","Fri Aug 25, 2023, 12:00PM","3"
"Thiago Alcântara","LIV","M","Drop","Athletic Club Bapao","","2","Fri Aug 25, 2023, 12:00PM","3"
"Robert Sanchez","CHE","G","Claim","Nimma Koempels","6.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Matt Turner","NOT","G","Drop","Nimma Koempels","","1","Fri Aug 25, 2023, 12:00PM","3"
"Michail Antonio","WHU","F","Claim","Redford United","35.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Tim Ream","FUL","D","Drop","Redford United","","1","Fri Aug 25, 2023, 12:00PM","3"
"Illia Zabarnyi","BOU","D","Claim","Wilton Wankers","40.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Tyrone Mings","AVL","D","Drop","Wilton Wankers","","1","Fri Aug 25, 2023, 12:00PM","3"
"Guglielmo Vicario","TOT","G","Claim","NOAD Athletic","18.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Bernd Leno","FUL","G","Drop","NOAD Athletic","","1","Fri Aug 25, 2023, 12:00PM","3"
"Lucas Digne","AVL","D","Claim","NOAD Athletic","32.00","2","Fri Aug 25, 2023, 12:00PM","3"
"Idrissa Gueye","EVE","M","Drop","NOAD Athletic","","2","Fri Aug 25, 2023, 12:00PM","3"
"Arnaut Danjuma Groeneveld","EVE","M,F","Claim","Klimmania","32.00","1","Fri Aug 25, 2023, 12:00PM","3"
"Brennan Johnson","NOT/TOT","M,F","Drop","Klimmania","","1","Fri Aug 25, 2023, 12:00PM","3"
"Issa Diop","FUL","D","Claim","Redford United","0.00","9","Fri Aug 18, 2023, 12:00PM","2"
"Kevin De Bruyne","MCI","M","Drop","Redford United","","9","Fri Aug 18, 2023, 12:00PM","2"
"Tim Ream","FUL","D","Claim","Redford United","0.00","8","Fri Aug 18, 2023, 12:00PM","2"
"Pierre-Emile Hojbjerg","TOT","M","Drop","Redford United","","8","Fri Aug 18, 2023, 12:00PM","2"
"Matt Turner","NOT","G","Claim","Nimma Koempels","0.00","7","Fri Aug 18, 2023, 12:00PM","2"
"Guglielmo Vicario","TOT","G","Drop","Nimma Koempels","","7","Fri Aug 18, 2023, 12:00PM","2"
"Odsonne Edouard","CRY","F","Claim","Mövenpickje FC","25.00","5","Fri Aug 18, 2023, 12:00PM","2"
"Emerson Royal","TOT","D,M","Claim","Mövenpickje FC","11.00","4","Fri Aug 18, 2023, 12:00PM","2"
"Ruben Dias","MCI","D","Drop","Mövenpickje FC","","4","Fri Aug 18, 2023, 12:00PM","2"
"Max Lowe","SHU","D,M","Claim","Poor Man's Pirlo","0.00","5","Fri Aug 18, 2023, 12:00PM","2"
"Issa Kabore","LUT","D,M","Drop","Poor Man's Pirlo","","5","Fri Aug 18, 2023, 12:00PM","2"
"George Baldock","SHU","D,M","Claim","Nimma Koempels","3.00","3","Fri Aug 18, 2023, 12:00PM","2"
"Harrison Reed","FUL","M","Drop","Nimma Koempels","","3","Fri Aug 18, 2023, 12:00PM","2"
